Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
8.42,Short,M,Yes,42,1,0,0,0,0,1,0
8.8,Long,F,No,18,0,0,0,0,0,0,0
8.98,Medium,F,Yes,30,1,1,0,1,1,0,1
5.67,Long,F,No,34,1,0,0,0,1,0,0
9.73,Short,M,No,46,0,0,0,0,0,1,0
7.58,Long,M,Yes,32,0,0,0,0,0,0,0
9.38,Long,F,No,41,0,0,0,0,1,0,0
8.49,Long,M,Yes,22,0,0,0,0,0,0,0
4.21,Medium,M,Yes,23,0,1,0,0,1,1,0
5.33,Long,F,No,54,1,1,1,0,1,1,0
2.65,Medium,F,Yes,31,1,0,0,0,0,0,0
9.24,Medium,F,Yes,23,0,0,0,0,0,0,0
8.77,Long,F,Yes,42,0,1,0,0,0,1,0
6.2,Long,M,Yes,52,0,0,0,0,1,0,0
2.68,Short,M,Yes,22,1,1,1,0,0,1,0
7.66,Long,F,Yes,43,0,0,0,0,0,0,0
2.87,Long,M,Yes,53,1,0,0,0,1,0,0
6.37,Long,M,Yes,32,1,0,0,0,0,0,0
6.44,Long,F,Yes,52,0,0,0,0,0,1,0
4.55,Short,F,Yes,26,1,0,1,0,0,0,0
8.24,Medium,F,Yes,29,0,0,0,1,1,0,1
3.53,Medium,M,Yes,35,0,0,0,0,1,0,0
7.67,Long,F,Yes,32,0,0,0,0,0,0,0
2.77,Long,M,No,31,0,0,0,0,1,0,0
3.17,Long,F,No,19,0,0,0,0,1,0,0
8.68,Medium,M,No,28,0,0,0,0,1,0,1
4.29,Medium,M,No,30,0,1,0,0,0,1,0
5.37,Long,M,Yes,37,1,1,0,0,0,1,0
3.83,Long,F,Yes,35,1,1,1,0,0,1,0
3.54,Long,M,Yes,44,1,0,0,0,0,0,0
9.44,Medium,M,No,47,1,1,0,0,0,1,0
4.19,Long,F,Yes,34,0,1,0,0,0,1,0
4.68,Long,F,Yes,30,1,0,0,0,1,0,0
7.5,Short,M,No,42,0,0,0,0,0,0,0
7.06,Long,F,Yes,48,0,0,0,1,0,0,0
4.7,Short,M,No,31,1,0,0,0,0,0,0
9,Medium,M,No,46,0,1,0,0,0,1,0
6.84,Long,M,No,45,0,1,0,0,1,1,0
5.21,Medium,M,No,26,0,0,0,0,0,1,0
3.53,Short,F,No,21,1,1,0,0,0,0,0
9.46,Long,F,Yes,49,0,0,0,0,1,0,0
3.11,Medium,M,Yes,35,0,0,1,0,1,0,0
5.83,Long,M,Yes,24,1,1,0,0,1,1,1
5.74,Long,F,No,49,1,0,0,0,0,1,0
7.48,Medium,F,No,27,1,0,0,0,0,0,0
5.25,Medium,F,Yes,32,0,0,0,1,0,0,1
7.15,Medium,F,Yes,30,0,0,0,0,0,1,0
5.73,Long,F,No,48,1,0,0,0,0,1,0
8.36,Medium,M,Yes,38,0,0,0,0,0,0,1
6.26,Short,F,No,40,1,0,0,0,1,0,1
9.37,Medium,M,Yes,51,0,1,0,0,0,1,1
4.05,Short,F,Yes,37,0,1,0,0,1,1,0
4.61,Medium,M,No,23,0,1,0,0,0,1,0
9.43,Medium,F,No,45,0,1,1,0,1,1,0
4.69,Long,M,No,21,0,1,0,0,1,0,0
7.89,Medium,M,Yes,35,0,0,0,0,0,0,0
8.78,Medium,M,Yes,23,1,0,0,0,1,0,0
9.64,Medium,F,No,51,1,1,0,0,0,1,0
5.04,Long,M,Yes,34,0,0,0,0,0,0,0
4.73,Long,F,Yes,53,1,1,1,0,0,1,0
8.79,Long,F,Yes,33,1,1,1,0,0,1,0
5.43,Short,F,Yes,25,0,0,0,0,1,0,0
7.1,Long,M,No,46,0,0,0,0,1,0,0
9.13,Long,F,No,24,0,1,0,0,0,1,0
3.09,Long,M,Yes,27,0,0,0,0,1,0,0
5.63,Long,M,Yes,42,0,1,1,0,1,1,0
3.59,Medium,M,No,38,0,0,0,0,0,0,0
5.86,Medium,M,Yes,55,1,0,1,0,1,0,0
8.18,Long,M,Yes,47,0,0,0,0,0,0,0
4.93,Short,M,Yes,20,0,1,0,0,1,1,0
8.95,Medium,M,Yes,27,0,0,0,0,1,0,0
4.36,Long,M,Yes,24,1,1,0,0,0,1,0
5.93,Short,F,Yes,29,0,0,0,0,0,0,0
9.36,Long,M,Yes,43,1,1,0,0,1,0,0
6.45,Long,M,No,51,0,0,0,0,0,0,1
4.83,Long,M,Yes,28,1,0,0,0,0,0,0
7.21,Medium,F,No,38,0,0,0,0,0,1,0
4.99,Medium,F,No,22,1,1,0,0,1,1,1
3.87,Medium,F,No,45,0,0,0,0,0,0,0
6.72,Medium,F,No,41,0,0,1,0,0,1,1
4.96,Medium,M,Yes,44,0,0,0,0,0,1,0
2.54,Medium,F,No,43,1,1,1,0,0,1,0
3.67,Short,F,Yes,51,1,0,0,0,1,1,0
4.52,Long,M,No,33,1,0,0,0,1,0,1
4.02,Long,F,Yes,36,0,0,0,1,1,0,0
5.45,Long,F,No,49,0,0,0,0,1,1,0
8.97,Long,F,Yes,26,0,1,1,0,1,1,1
8.72,Medium,M,No,24,1,1,0,0,0,1,0
3.65,Short,F,No,38,0,0,0,0,0,0,1
4.09,Long,M,Yes,24,1,0,0,0,1,0,1
6.12,Long,F,No,47,0,0,0,0,1,0,0
2.41,Short,M,Yes,41,0,0,0,0,1,0,0
5.45,Long,F,Yes,26,1,1,1,0,0,1,1
10.14,Medium,M,Yes,48,1,1,1,0,0,1,0
9.94,Medium,F,No,37,1,0,0,0,0,0,0
5.37,Long,F,No,44,1,0,0,0,0,0,0
7.75,Long,F,No,31,0,0,0,0,0,0,0
9.64,Medium,M,No,42,1,0,0,0,0,1,0
8.03,Long,M,No,37,1,0,0,0,0,1,0
9.07,Long,F,No,50,0,0,0,0,0,0,0
9.49,Medium,F,Yes,24,0,0,0,0,0,0,0
8.52,Long,M,No,47,0,1,0,1,0,0,0
7.37,Long,F,Yes,51,0,1,1,0,0,0,0
6.62,Long,M,Yes,38,1,1,1,0,0,1,0
9.73,Short,M,Yes,49,1,0,0,0,0,0,0
8.02,Long,F,No,34,1,0,0,0,1,0,0
5.27,Short,F,No,52,0,0,0,0,0,0,0
7.84,Long,F,Yes,50,0,0,0,0,1,0,0
7.8,Short,F,No,32,0,1,0,1,0,0,0
2.59,Long,M,Yes,46,0,0,0,0,1,0,0
7.29,Long,F,No,50,1,0,0,0,0,0,0
8.21,Medium,M,Yes,39,0,0,0,0,0,1,0
4.84,Medium,F,Yes,21,1,1,1,0,0,1,0
4.38,Short,M,Yes,23,0,0,1,0,1,1,0
5.29,Medium,M,No,27,1,1,0,0,1,1,0
4.97,Long,F,Yes,24,0,0,0,0,0,1,0
5.2,Long,F,Yes,55,0,1,0,0,0,0,0
6.87,Medium,M,Yes,19,0,0,0,0,0,0,0
9.22,Short,F,No,55,0,0,0,0,0,1,0
5.92,Short,M,Yes,21,1,0,0,0,1,0,0
8.41,Short,M,No,26,1,1,0,0,0,1,0
8.23,Medium,M,Yes,39,0,0,0,0,0,1,0
2.22,Medium,M,Yes,43,0,0,0,0,0,1,0
8.96,Long,F,No,37,0,0,0,0,0,1,0
9.3,Short,F,No,28,1,1,1,0,0,0,0
3.81,Medium,M,Yes,48,0,0,0,0,0,1,0
7.29,Medium,M,No,39,0,0,0,0,1,0,0
8.95,Long,M,No,30,0,0,0,0,0,0,0
4.3,Long,M,Yes,24,0,0,0,0,0,0,0
7.89,Short,F,Yes,37,1,0,0,1,0,0,0
3.72,Long,M,No,50,1,0,0,1,1,0,0
5.08,Short,F,No,46,1,0,0,0,0,0,0
3.79,Short,M,No,41,0,0,0,1,1,1,0
4.83,Medium,F,No,40,1,0,0,0,1,1,0
8.66,Long,F,No,19,0,1,0,0,1,1,0
2.62,Long,F,Yes,31,0,0,0,0,1,0,0
5.28,Long,M,No,28,0,0,0,0,1,0,1
7.67,Long,F,Yes,36,0,0,0,0,0,0,0
2.3,Short,F,Yes,29,1,1,1,0,0,1,0
5.65,Short,F,Yes,47,1,1,0,0,1,0,0
3.23,Long,M,No,54,0,0,0,0,1,0,0
9.78,Medium,M,No,36,0,0,1,0,0,1,0
3.75,Medium,M,No,42,1,1,0,0,0,1,0
2.53,Long,F,No,47,1,1,1,0,0,1,0
4.02,Medium,M,Yes,31,1,1,1,0,0,1,0
6.26,Medium,M,No,55,1,0,0,0,0,1,0
3.8,Long,M,Yes,55,0,1,0,0,1,0,0
3.16,Long,M,Yes,42,0,0,0,0,0,1,0
8.19,Medium,F,Yes,55,1,1,1,0,1,0,0
9.41,Medium,F,Yes,17,0,0,0,0,0,0,0
8.12,Long,M,Yes,39,1,0,0,0,0,1,0
6.41,Short,F,Yes,48,0,1,1,0,0,1,0
6.9,Medium,F,Yes,43,0,0,0,0,0,1,0
9.67,Short,F,No,31,0,0,0,0,1,0,1
6.25,Medium,M,Yes,44,1,0,0,0,0,0,0
6.06,Medium,M,No,28,0,1,0,0,0,1,0
4.85,Medium,M,No,56,0,1,0,0,0,1,0
7.58,Medium,M,No,47,0,0,0,0,0,1,0
5.29,Long,M,Yes,27,0,0,0,0,0,0,0
3.44,Long,F,No,48,1,0,0,1,0,1,1
5.69,Long,F,No,29,0,1,0,0,1,1,0
8.69,Medium,F,Yes,36,0,0,1,0,0,0,0
3.65,Long,M,Yes,29,0,0,0,0,0,0,0
8.97,Short,F,Yes,45,0,0,0,0,0,0,0
3.12,Long,M,Yes,36,0,0,0,0,1,0,0
7.4,Short,M,No,48,1,1,1,0,0,1,0
8.53,Long,M,No,40,1,0,0,0,1,0,0
3.23,Long,M,No,24,0,0,0,0,0,0,0
8.33,Long,F,Yes,44,0,0,0,0,0,0,0
3.43,Long,F,Yes,37,0,0,0,0,0,0,0
5.24,Medium,F,No,35,1,0,0,0,1,0,0
6.34,Short,F,No,38,0,1,0,0,0,0,0
5.3,Long,M,No,22,0,0,0,0,0,0,0
7.29,Long,M,No,34,0,1,0,0,1,0,0
6.93,Short,M,No,29,0,0,0,0,1,0,0
4.58,Long,M,No,22,0,0,0,0,0,0,0
4.94,Medium,F,Yes,46,1,1,0,0,0,1,0
4.57,Long,F,Yes,23,1,1,0,1,0,0,1
9.49,Short,M,No,47,0,0,0,0,1,0,1
6.86,Medium,F,Yes,25,0,0,0,1,1,0,0
9.07,Medium,F,No,32,0,1,0,0,0,1,0
5.7,Medium,M,No,24,1,1,0,0,1,0,0
9.9,Medium,M,Yes,20,0,0,0,0,1,0,0
3.49,Long,M,No,35,0,0,0,0,0,0,0
9.81,Long,M,Yes,29,0,0,0,0,0,0,0
9.46,Medium,F,Yes,27,1,1,0,0,1,1,0
2.18,Short,F,Yes,53,1,0,0,0,0,1,0
7,Long,F,Yes,25,0,0,0,0,0,1,0
6.68,Medium,F,No,36,0,0,0,0,0,0,0
5.44,Medium,M,Yes,42,0,1,0,1,0,1,0
8.08,Medium,F,No,36,1,0,0,0,0,1,0
6.38,Medium,M,No,24,0,1,0,0,0,1,0
2.81,Long,M,No,33,1,1,0,1,1,1,0
9.1,Medium,M,No,32,0,0,0,0,0,1,0
3.75,Medium,M,No,45,1,0,0,0,0,0,0
4.26,Long,M,No,37,0,0,0,0,0,0,0
3.51,Long,M,No,27,0,0,0,0,0,0,0
2.56,Long,F,Yes,43,0,0,0,1,0,0,1
5.34,Medium,F,Yes,22,1,1,1,1,0,1,0
2.98,Long,F,Yes,56,0,0,0,0,0,0,0
7.54,Long,M,No,25,0,1,0,0,1,1,0
6.21,Medium,F,No,23,0,0,0,1,1,0,1
3.87,Medium,F,No,45,0,0,0,0,0,0,0
6.75,Medium,M,Yes,48,1,0,0,0,1,0,0
2.04,Medium,M,No,40,0,1,0,0,0,0,0
2.65,Long,F,No,40,0,0,0,0,0,0,0
3.27,Long,M,Yes,26,0,0,0,0,0,0,1
8.02,Long,F,Yes,36,1,1,0,0,0,0,0
8.27,Medium,F,Yes,38,0,0,0,0,0,0,0
7.83,Long,M,No,27,0,0,0,0,0,0,0
4.86,Short,F,No,29,0,1,0,0,0,1,0
8.32,Long,F,No,55,1,1,0,0,0,1,1
6.87,Long,M,Yes,41,1,0,0,0,0,0,0
6.94,Short,F,Yes,54,0,0,0,0,0,0,0
9.89,Long,F,No,36,0,0,0,0,0,1,0
7.46,Long,M,No,39,1,1,0,0,0,1,0
9.97,Long,M,Yes,46,1,1,0,0,0,1,0
6.6,Medium,F,No,23,1,0,0,1,1,0,0
8.01,Long,M,Yes,19,1,0,0,0,0,0,0
6.62,Short,M,Yes,37,0,1,0,0,0,1,0
5.92,Medium,M,Yes,28,0,0,0,0,0,0,0
7.79,Long,F,No,22,0,1,0,1,0,0,0
4.06,Medium,M,No,44,1,0,0,0,0,1,0
7.03,Short,F,Yes,51,0,0,0,0,0,0,0
9.69,Long,F,Yes,43,0,0,0,0,0,0,0
6.11,Short,M,Yes,54,0,0,0,0,0,0,0
8.95,Medium,M,No,35,1,0,0,0,1,0,0
2.8,Long,F,Yes,47,1,0,1,0,0,1,0
3.47,Long,F,Yes,55,0,0,0,0,1,0,1
8.79,Medium,F,Yes,36,0,0,0,0,1,0,0
6,Long,M,Yes,43,0,0,0,0,0,0,0
5.69,Long,M,Yes,32,1,1,1,0,1,1,0
5.72,Short,F,No,41,0,0,0,0,1,0,0
7.45,Medium,M,No,41,0,0,0,0,0,0,0
7.83,Long,F,Yes,31,1,0,1,0,1,1,0
4.62,Long,M,Yes,48,0,1,0,1,0,1,0
7.05,Medium,F,Yes,29,0,0,0,0,0,0,0
7.59,Medium,M,No,32,0,1,1,0,0,1,0
4.45,Short,M,No,46,0,1,0,0,1,1,0
7.18,Long,F,No,50,0,0,0,0,1,0,0
6.12,Medium,F,No,55,0,1,0,0,1,0,0
2.87,Long,M,Yes,34,1,0,0,0,0,0,0
7.63,Long,M,No,19,0,1,0,0,0,1,0
5.38,Short,M,Yes,45,1,0,0,0,0,0,0
2.89,Long,M,Yes,56,0,0,0,0,0,0,0
8.19,Medium,M,Yes,43,1,1,1,0,0,1,0
3.04,Medium,M,No,39,0,0,0,1,0,0,1
8.59,Medium,F,Yes,49,0,0,0,0,0,0,0
9.65,Short,M,Yes,22,1,1,1,0,0,1,0
6.79,Medium,F,No,23,0,0,0,0,0,0,0
8.97,Long,F,No,44,0,0,1,0,0,1,0
4.02,Medium,M,No,34,0,0,0,0,0,1,0
9.52,Short,F,Yes,35,0,0,0,0,1,0,0
5.37,Short,F,No,17,0,0,0,0,0,0,0
2.98,Long,F,Yes,54,0,0,0,0,1,0,0
7.02,Short,F,No,34,1,0,0,0,0,0,0
6.97,Short,M,Yes,36,0,0,0,0,1,0,1
8.31,Long,F,No,39,0,0,0,0,0,0,0
10.02,Medium,F,Yes,26,1,1,1,0,0,1,0
4,Medium,M,No,29,1,0,0,0,0,0,1
7.7,Medium,M,No,49,1,0,0,1,0,0,0
5.19,Medium,F,No,47,1,1,0,0,0,0,0
3.01,Short,M,No,21,1,1,1,0,0,1,0
3.91,Long,M,Yes,23,0,0,0,0,0,1,1
5.97,Medium,F,No,37,0,0,0,0,0,1,0
5.21,Medium,M,Yes,52,1,1,0,0,0,1,0
4.41,Medium,M,Yes,29,0,0,0,0,1,0,0
6.78,Medium,M,No,41,0,0,0,0,0,0,0
2.45,Long,M,Yes,38,1,0,1,0,1,0,1
5.58,Long,M,No,42,1,0,0,0,0,0,0
4.75,Medium,M,No,50,0,0,0,0,0,0,0
10.02,Medium,F,Yes,49,0,0,0,0,0,0,0
5.73,Short,F,Yes,53,0,0,0,0,0,0,0
8.61,Long,M,No,55,0,1,1,0,0,1,0
7.98,Long,M,No,44,1,1,0,0,0,1,0
5.68,Short,F,No,41,0,0,0,0,1,1,0
5.03,Medium,F,No,25,0,0,0,0,1,1,0
8.19,Medium,M,No,50,0,0,0,0,1,0,0
4,Long,F,No,44,0,0,0,0,1,0,0
10,Short,M,No,52,1,0,0,0,1,0,0
6.51,Long,M,No,29,0,0,0,0,0,1,0
4.62,Long,M,No,27,0,0,0,0,1,0,0
7.8,Medium,F,Yes,38,0,0,0,0,0,0,0
5.54,Long,M,No,29,1,1,1,0,0,1,0
8.32,Medium,F,No,45,0,0,0,0,0,1,0
2.8,Long,M,Yes,49,0,1,0,1,0,0,0
9.95,Short,F,No,33,0,1,0,0,0,1,0
7.88,Medium,M,Yes,37,0,0,0,0,0,0,0
5.04,Medium,F,Yes,52,1,1,0,0,0,0,0
3.62,Short,F,Yes,50,0,0,0,1,1,0,1
5.51,Medium,F,Yes,50,0,0,0,1,1,1,0
9.16,Long,F,Yes,50,0,0,0,0,0,0,0
9.38,Long,F,Yes,50,0,0,0,0,0,0,0
4.31,Short,F,No,39,1,1,0,0,0,0,0
5.4,Long,M,Yes,40,0,0,0,0,0,0,0
4.81,Medium,F,No,28,0,0,0,0,0,1,0
4.76,Medium,M,Yes,22,1,1,1,0,0,1,0
4.63,Long,M,Yes,28,1,1,1,0,0,0,0
2.95,Long,F,No,26,0,0,0,0,0,0,0
4.03,Long,F,Yes,52,0,0,0,0,1,0,0
2.69,Short,F,Yes,36,0,0,0,0,0,0,0
6.42,Medium,M,Yes,29,0,0,1,0,1,1,0
2.2,Medium,M,Yes,45,0,0,0,0,0,0,0
7.76,Short,F,No,22,0,0,0,0,1,0,0
2.94,Long,F,Yes,45,1,1,0,0,0,1,0
6.27,Long,F,Yes,45,1,0,0,0,0,0,0
6.69,Long,M,Yes,24,0,0,0,0,0,0,0
8.15,Short,F,Yes,48,0,1,1,0,1,1,0
7.54,Medium,M,No,53,0,0,0,0,0,1,0
2.47,Short,M,No,21,0,0,0,0,0,0,0
3.89,Medium,M,Yes,35,1,1,1,1,1,1,1
6.85,Short,F,No,44,1,1,0,0,1,1,0
7.57,Short,F,No,56,0,0,0,0,0,0,0
5.17,Long,F,Yes,29,1,0,0,0,0,0,0
8.61,Medium,M,No,50,0,0,0,0,0,0,0
2.34,Short,M,No,43,0,0,0,0,0,0,0
3.8,Medium,M,Yes,29,0,0,0,1,1,1,1
2.7,Medium,F,Yes,42,1,0,0,0,1,0,0
9.3,Medium,F,Yes,50,0,1,1,0,0,1,0
8.2,Medium,F,Yes,28,0,0,0,0,0,0,0
4.93,Short,F,No,19,1,1,1,1,1,1,1
10.06,Medium,M,Yes,30,1,0,0,0,1,1,0
5.25,Long,F,Yes,43,0,0,0,0,1,0,0
9.3,Long,M,Yes,22,0,0,0,0,0,0,0
3.87,Medium,F,No,41,0,0,0,0,0,0,0
6.22,Long,M,Yes,35,0,0,0,0,0,1,0
2.65,Long,F,Yes,26,1,0,0,1,1,0,0
3.72,Medium,F,No,35,0,0,0,0,0,0,0
6.15,Medium,F,Yes,44,1,1,0,0,1,1,0
9.88,Long,F,Yes,42,0,0,0,1,0,1,0
2.82,Long,F,Yes,39,0,0,0,0,0,0,0
7.44,Long,F,No,26,1,0,0,0,0,1,0
2.53,Long,F,No,41,1,1,1,0,0,1,0
5.18,Short,M,No,27,1,1,1,0,0,0,0
6.61,Long,F,No,51,1,0,0,0,0,0,0
4.63,Long,M,Yes,43,1,0,0,0,0,1,1
8.3,Medium,M,Yes,56,0,0,0,1,1,0,1
7.83,Medium,F,Yes,33,1,1,1,0,0,0,0
8.65,Medium,F,No,36,1,0,1,1,0,1,1
2.99,Long,F,No,36,0,0,0,0,0,1,1
7.94,Medium,F,Yes,52,0,0,0,0,0,0,0
9.62,Long,M,Yes,21,0,1,1,1,1,1,1
6.4,Short,M,Yes,33,0,0,0,0,0,0,0
4.73,Short,M,No,27,1,1,0,0,0,1,0
9.31,Long,F,No,53,0,0,0,0,1,0,1
4.34,Long,M,No,53,0,0,0,1,0,0,0
7.62,Medium,F,Yes,23,0,0,0,0,0,0,1
9.28,Medium,F,No,32,1,0,0,0,1,1,0
8.73,Medium,F,Yes,27,0,0,0,0,0,0,0
3.14,Short,M,Yes,36,1,0,0,0,1,1,0
2.6,Long,M,Yes,36,1,1,1,0,0,0,0
9.43,Long,F,Yes,40,0,0,1,0,1,1,0
6.23,Medium,F,Yes,19,0,0,0,0,0,1,1
8.31,Long,F,No,49,1,0,0,0,0,0,0
2.14,Medium,M,No,38,0,0,0,0,1,0,1
9.08,Medium,M,No,26,0,0,0,0,0,0,0
5.76,Long,F,Yes,51,0,0,0,0,0,0,0
7.85,Short,M,Yes,51,0,0,0,0,0,0,0
4.71,Long,F,No,40,0,0,0,0,0,0,0
5.62,Medium,M,Yes,33,0,1,1,1,0,1,1
2.19,Long,F,Yes,33,0,0,0,0,0,0,0
8.8,Long,M,Yes,52,0,0,0,0,0,0,0
8.19,Long,M,No,51,1,1,0,0,1,1,0
8.07,Long,F,No,25,1,1,0,0,1,1,0
5.77,Short,M,No,27,0,0,0,0,0,0,0
7.54,Long,F,No,54,0,0,0,1,1,0,0
9.22,Long,M,No,50,0,1,0,1,0,1,1
2.9,Short,F,No,26,1,1,1,0,1,1,0
3.12,Medium,F,No,50,0,0,0,1,0,1,0
3.8,Medium,M,Yes,22,0,0,0,0,0,0,0
8.43,Short,F,Yes,28,1,0,0,0,1,0,0
10.01,Short,F,Yes,53,0,0,0,0,0,1,0
3.35,Medium,F,No,45,0,0,0,0,1,0,0
2.56,Long,M,No,49,0,0,0,0,1,0,0
7.19,Short,M,No,41,0,0,0,0,0,1,0
8.04,Long,M,No,46,0,0,0,0,0,0,0
9.42,Medium,F,Yes,55,1,1,1,0,0,1,0
7.67,Long,F,Yes,23,0,0,0,0,0,0,0
8.09,Medium,F,Yes,40,0,0,0,0,1,0,1
4.18,Medium,F,No,38,0,0,0,1,0,1,0
9.4,Medium,M,No,38,1,0,0,0,1,0,0
10.07,Medium,F,No,52,1,1,1,0,0,1,0
3.29,Medium,M,Yes,20,1,0,0,0,0,1,0
5.67,Short,F,Yes,40,0,0,0,0,0,0,1
4.92,Short,F,Yes,29,1,1,0,0,0,0,1
9.18,Long,M,No,50,0,0,0,0,0,0,1
7.89,Medium,F,No,27,0,0,0,0,0,0,0
3.2,Long,F,Yes,51,0,0,0,1,1,0,0
4.88,Long,F,No,44,1,0,0,0,0,1,0
2.5,Long,M,No,27,1,0,1,0,0,0,0
3.77,Medium,M,No,19,0,0,0,0,1,0,0
5.66,Medium,M,Yes,20,0,0,0,0,1,0,0
4.86,Medium,F,Yes,27,0,0,0,0,0,0,0
9.49,Long,M,No,27,1,0,0,1,1,0,0
2.5,Medium,F,No,50,0,0,0,1,1,0,0
8.08,Medium,M,No,39,1,0,1,0,0,0,0
8.22,Long,M,No,40,0,0,0,0,1,0,0
7.83,Long,M,Yes,29,1,0,0,0,0,0,0
9.67,Long,M,Yes,44,0,1,0,0,0,1,0
8.96,Short,F,Yes,52,0,0,0,0,0,0,0
2.25,Short,F,No,45,1,0,0,0,0,1,0
7.89,Long,F,No,32,0,1,0,0,0,1,0
4,Medium,M,No,34,1,0,0,0,0,0,1
3.63,Medium,M,Yes,27,0,1,0,0,1,0,1
6.38,Long,M,No,17,0,0,0,0,1,0,0
3.25,Short,F,Yes,50,0,0,0,0,1,0,0
7.51,Long,F,Yes,48,1,0,0,0,0,0,0
8.42,Medium,M,No,43,1,0,0,0,0,1,0
9.78,Medium,F,Yes,56,1,1,1,1,0,1,0
7.04,Medium,F,Yes,31,0,1,1,0,1,1,0
5.82,Short,M,Yes,35,0,0,0,0,0,1,0
5.75,Short,M,No,39,1,1,0,0,0,1,1
9.96,Medium,M,No,32,0,0,0,0,0,1,0
7.08,Long,F,Yes,29,0,0,0,0,1,0,1
3.38,Long,M,Yes,23,1,0,0,1,0,1,0
2.56,Long,F,Yes,53,1,0,0,0,1,1,1
4.85,Short,F,No,50,0,1,0,1,0,1,1
4.17,Long,M,Yes,51,1,1,0,0,0,0,0
6.38,Short,F,Yes,24,0,0,0,0,0,0,0
2.67,Short,M,No,33,0,0,0,0,0,0,0
5.06,Medium,F,Yes,39,0,0,0,0,0,0,0
9.47,Long,M,No,27,1,0,0,0,0,0,1
3.83,Long,M,Yes,25,1,0,0,0,1,1,0
5.01,Medium,F,Yes,42,0,0,0,0,0,0,0
5.28,Short,F,Yes,46,0,1,1,0,0,1,1
5.47,Medium,F,No,48,0,1,0,0,0,1,0
9.02,Medium,F,No,45,0,0,1,0,0,0,0
4.78,Medium,F,No,29,0,0,0,0,1,0,0
8.61,Long,M,Yes,44,0,0,0,0,0,0,0
2.68,Long,F,No,37,1,0,0,0,0,0,0
6.92,Long,M,No,23,0,0,0,0,0,0,0
2.36,Medium,M,No,33,1,1,0,0,0,1,0
9.6,Medium,F,Yes,36,0,1,0,0,0,0,0
7.15,Short,M,No,29,1,1,1,0,1,0,1
8.58,Long,M,No,33,0,0,0,0,0,0,1
6.27,Medium,F,Yes,50,0,0,0,0,1,0,0
6.66,Medium,M,Yes,29,0,0,0,0,1,0,0
8.94,Medium,M,Yes,43,0,0,0,0,1,0,0
8.77,Short,F,No,37,0,1,1,0,1,1,0
2.93,Long,M,No,22,0,0,0,0,0,0,1
2.38,Short,F,No,47,0,0,0,0,1,0,1
7.22,Long,F,No,20,1,1,0,0,1,1,0
3.96,Medium,F,Yes,37,0,0,0,0,0,0,0
10.02,Short,F,No,33,0,0,0,0,0,1,0
7.72,Long,M,No,53,1,1,0,0,0,1,1
8.83,Long,M,No,40,0,0,1,0,1,1,0
9.32,Long,F,No,25,1,0,0,0,0,0,0
6.65,Long,M,Yes,39,0,0,0,0,0,0,0
2.22,Medium,F,No,28,0,0,0,0,0,1,0
3.32,Long,F,No,52,0,0,0,0,1,0,0
3.61,Short,F,No,47,0,1,0,0,0,1,0
6.59,Long,F,Yes,35,0,0,0,0,0,0,0
9.05,Short,F,Yes,50,0,1,0,0,0,1,0
6.54,Medium,M,No,45,0,0,0,0,0,0,0
7.28,Long,M,No,33,0,1,0,0,1,1,0
9.73,Long,M,No,51,0,0,0,0,0,1,1
2.64,Short,F,No,49,1,0,1,0,0,1,0
4.8,Long,F,Yes,22,1,1,0,1,0,1,1
6.33,Medium,M,No,32,1,1,1,0,1,0,1
6.4,Long,F,Yes,50,1,1,1,0,0,0,1
7.89,Medium,M,Yes,40,0,0,0,1,0,0,0
6.88,Short,M,No,31,0,0,0,0,0,0,1
4.11,Medium,F,No,36,0,0,0,0,0,1,1
2.43,Long,F,Yes,36,0,0,0,0,0,0,0
3.21,Medium,M,No,45,0,1,0,0,0,1,0
8.93,Long,M,Yes,44,0,0,0,0,0,1,0
3.69,Short,F,No,46,1,1,0,0,0,1,0
7.25,Short,F,Yes,31,0,1,0,0,1,1,0
6.66,Medium,M,No,51,0,0,0,0,1,0,1
9.57,Long,M,Yes,34,1,0,0,0,0,1,1
4.43,Medium,F,Yes,35,0,0,0,0,0,1,0
5.02,Long,M,No,35,1,1,0,0,0,1,0
2.53,Short,M,No,55,0,1,1,0,0,0,1
5.81,Long,F,No,42,1,1,1,0,0,1,0
3.86,Long,F,Yes,22,1,0,0,1,1,1,0
7.76,Long,F,No,50,0,0,0,0,0,0,0
5.51,Medium,M,Yes,37,0,1,0,0,0,1,0
4.1,Short,M,No,24,1,0,0,0,0,1,0
2.7,Medium,F,Yes,32,0,0,0,0,0,0,0
5.79,Medium,M,No,26,1,0,1,0,0,0,0
9.53,Medium,M,No,24,0,0,0,0,0,0,1
4.37,Medium,F,Yes,27,1,0,0,0,0,0,0
8.83,Short,F,No,49,0,0,0,0,0,0,0
4.49,Medium,M,No,40,1,1,0,0,0,1,0
7.78,Medium,M,No,36,0,0,0,0,1,0,0
3.52,Medium,F,No,25,1,1,0,0,0,1,1
10.05,Long,F,Yes,21,0,0,0,0,0,0,0
9.02,Medium,F,No,23,1,0,0,0,0,0,0
6.83,Medium,M,Yes,40,1,1,0,0,0,1,0
5.97,Long,F,No,40,1,0,1,0,1,0,0
6.16,Long,F,Yes,37,0,0,1,0,1,1,0
